	x		f(x)	f'(x) analit.	f'(x) skaitl.	f''(x) analit.	f''(x) skaitl.
      1.19	      0.83	     -0.56	     -0.28	     -0.83	     -0.21
      1.20	      0.83	     -0.57	     -0.28	     -0.83	     -0.21
      1.21	      0.82	     -0.57	     -0.28	     -0.82	     -0.21
      1.22	      0.82	     -0.58	     -0.29	     -0.82	     -0.20
      1.23	      0.82	     -0.58	     -0.29	     -0.82	     -0.20
      1.24	      0.81	     -0.59	     -0.29	     -0.81	     -0.20
      1.25	      0.81	     -0.59	     -0.29	     -0.81	     -0.20
      1.26	      0.81	     -0.59	     -0.29	     -0.81	     -0.20
      1.27	      0.81	     -0.60	     -0.30	     -0.81	     -0.20
      1.28	      0.80	     -0.60	     -0.30	     -0.80	     -0.20
      1.29	      0.80	     -0.61	     -0.30	     -0.80	     -0.20
      1.30	      0.80	     -0.61	     -0.30	     -0.80	     -0.20
      1.31	      0.79	     -0.61	     -0.30	     -0.79	     -0.20
      1.32	      0.79	     -0.62	     -0.31	     -0.79	     -0.20
      1.33	      0.79	     -0.62	     -0.31	     -0.79	     -0.20
      1.34	      0.78	     -0.62	     -0.31	     -0.78	     -0.20
      1.35	      0.78	     -0.63	     -0.31	     -0.78	     -0.20
      1.36	      0.78	     -0.63	     -0.31	     -0.78	     -0.19
      1.37	      0.77	     -0.64	     -0.32	     -0.77	     -0.19
      1.38	      0.77	     -0.64	     -0.32	     -0.77	     -0.19
      1.39	      0.77	     -0.64	     -0.32	     -0.77	     -0.19
      1.40	      0.76	     -0.65	     -0.32	     -0.76	     -0.19
      1.41	      0.76	     -0.65	     -0.32	     -0.76	     -0.19
      1.42	      0.76	     -0.66	     -0.33	     -0.76	     -0.19
      1.43	      0.76	     -0.66	     -0.33	     -0.76	     -0.19
      1.44	      0.75	     -0.66	     -0.33	     -0.75	     -0.19
      1.45	      0.75	     -0.67	     -0.33	     -0.75	     -0.19
      1.46	      0.75	     -0.67	     -0.33	     -0.75	     -0.19
      1.47	      0.74	     -0.67	     -0.34	     -0.74	     -0.19
      1.48	      0.74	     -0.68	     -0.34	     -0.74	     -0.18
      1.49	      0.74	     -0.68	     -0.34	     -0.74	     -0.18
      1.50	      0.73	     -0.69	     -0.34	     -0.73	     -0.18
      1.51	      0.73	     -0.69	     -0.34	     -0.73	     -0.18
      1.52	      0.72	     -0.69	     -0.34	     -0.72	     -0.18
      1.53	      0.72	     -0.70	     -0.35	     -0.72	     -0.18
      1.54	      0.72	     -0.70	     -0.35	     -0.72	     -0.18
      1.55	      0.71	     -0.70	     -0.35	     -0.71	     -0.18
      1.56	      0.71	     -0.71	     -0.35	     -0.71	     -0.18
      1.57	      0.71	     -0.71	     -0.35	     -0.71	     -0.18
      1.58	      0.70	     -0.71	     -0.36	     -0.70	     -0.18
      1.59	      0.70	     -0.72	     -0.36	     -0.70	     -0.18
      1.60	      0.70	     -0.72	     -0.36	     -0.70	     -0.17
      1.61	      0.69	     -0.72	     -0.36	     -0.69	     -0.17
      1.62	      0.69	     -0.73	     -0.36	     -0.69	     -0.17
      1.63	      0.69	     -0.73	     -0.36	     -0.69	     -0.17
      1.64	      0.68	     -0.73	     -0.37	     -0.68	     -0.17
      1.65	      0.68	     -0.74	     -0.37	     -0.68	     -0.17
      1.66	      0.67	     -0.74	     -0.37	     -0.67	     -0.17
      1.67	      0.67	     -0.74	     -0.37	     -0.67	     -0.17
      1.68	      0.67	     -0.75	     -0.37	     -0.67	     -0.17
      1.69	      0.66	     -0.75	     -0.37	     -0.66	     -0.17
      1.70	      0.66	     -0.75	     -0.38	     -0.66	     -0.16
      1.71	      0.66	     -0.76	     -0.38	     -0.66	     -0.16
      1.72	      0.65	     -0.76	     -0.38	     -0.65	     -0.16
      1.73	      0.65	     -0.76	     -0.38	     -0.65	     -0.16
      1.74	      0.64	     -0.77	     -0.38	     -0.64	     -0.16
      1.75	      0.64	     -0.77	     -0.38	     -0.64	     -0.16
      1.76	      0.64	     -0.77	     -0.39	     -0.64	     -0.16
      1.77	      0.63	     -0.78	     -0.39	     -0.63	     -0.16
      1.78	      0.63	     -0.78	     -0.39	     -0.63	     -0.16
      1.79	      0.63	     -0.78	     -0.39	     -0.63	     -0.16
      1.80	      0.62	     -0.79	     -0.39	     -0.62	     -0.16
      1.81	      0.62	     -0.79	     -0.39	     -0.62	     -0.15
      1.82	      0.61	     -0.79	     -0.39	     -0.61	     -0.15
      1.83	      0.61	     -0.80	     -0.40	     -0.61	     -0.15
      1.84	      0.61	     -0.80	     -0.40	     -0.61	     -0.15
      1.85	      0.60	     -0.80	     -0.40	     -0.60	     -0.15
      1.86	      0.60	     -0.80	     -0.40	     -0.60	     -0.15
      1.87	      0.59	     -0.81	     -0.40	     -0.59	     -0.15
      1.88	      0.59	     -0.81	     -0.40	     -0.59	     -0.15
      1.89	      0.59	     -0.81	     -0.41	     -0.59	     -0.15
      1.90	      0.58	     -0.82	     -0.41	     -0.58	     -0.15
      1.91	      0.58	     -0.82	     -0.41	     -0.58	     -0.14
      1.92	      0.57	     -0.82	     -0.41	     -0.57	     -0.14
      1.93	      0.57	     -0.82	     -0.41	     -0.57	     -0.14
      1.94	      0.57	     -0.83	     -0.41	     -0.57	     -0.14
      1.95	      0.56	     -0.83	     -0.41	     -0.56	     -0.14
      1.96	      0.56	     -0.83	     -0.42	     -0.56	     -0.14
      1.97	      0.55	     -0.84	     -0.42	     -0.55	     -0.14
      1.98	      0.55	     -0.84	     -0.42	     -0.55	     -0.14
      1.99	      0.54	     -0.84	     -0.42	     -0.55	     -0.14
      2.00	      0.54	     -0.84	     -0.42	     -0.54	     -0.14
      2.01	      0.54	     -0.85	     -0.42	     -0.54	     -0.13
      2.02	      0.53	     -0.85	     -0.42	     -0.53	     -0.13
      2.03	      0.53	     -0.85	     -0.42	     -0.53	     -0.13
      2.04	      0.52	     -0.85	     -0.43	     -0.52	     -0.13
      2.05	      0.52	     -0.86	     -0.43	     -0.52	     -0.13
      2.06	      0.51	     -0.86	     -0.43	     -0.51	     -0.13
      2.07	      0.51	     -0.86	     -0.43	     -0.51	     -0.13
      2.08	      0.51	     -0.86	     -0.43	     -0.51	     -0.13
      2.09	      0.50	     -0.87	     -0.43	     -0.50	     -0.13
      2.10	      0.50	     -0.87	     -0.43	     -0.50	     -0.12
      2.11	      0.49	     -0.87	     -0.43	     -0.49	     -0.12
      2.12	      0.49	     -0.87	     -0.44	     -0.49	     -0.12
      2.13	      0.48	     -0.88	     -0.44	     -0.48	     -0.12
      2.14	      0.48	     -0.88	     -0.44	     -0.48	     -0.12
      2.15	      0.48	     -0.88	     -0.44	     -0.48	     -0.12
      2.16	      0.47	     -0.88	     -0.44	     -0.47	     -0.12
      2.17	      0.47	     -0.89	     -0.44	     -0.47	     -0.12
      2.18	      0.46	     -0.89	     -0.44	     -0.46	     -0.12
      2.19	      0.46	     -0.89	     -0.44	     -0.46	     -0.11
      2.20	      0.45	     -0.89	     -0.45	     -0.45	     -0.11
      2.21	      0.45	     -0.90	     -0.45	     -0.45	     -0.11
      2.22	      0.44	     -0.90	     -0.45	     -0.44	     -0.11
      2.23	      0.44	     -0.90	     -0.45	     -0.44	     -0.11
      2.24	      0.44	     -0.90	     -0.45	     -0.44	     -0.11
      2.25	      0.43	     -0.90	     -0.45	     -0.43	     -0.11
      2.26	      0.43	     -0.91	     -0.45	     -0.43	     -0.11
      2.27	      0.42	     -0.91	     -0.45	     -0.42	     -0.11
      2.28	      0.42	     -0.91	     -0.45	     -0.42	     -0.10
      2.29	      0.41	     -0.91	     -0.46	     -0.41	     -0.10
      2.30	      0.41	     -0.91	     -0.46	     -0.41	     -0.10
      2.31	      0.40	     -0.92	     -0.46	     -0.40	     -0.10
      2.32	      0.40	     -0.92	     -0.46	     -0.40	     -0.10
      2.33	      0.39	     -0.92	     -0.46	     -0.39	     -0.10
      2.34	      0.39	     -0.92	     -0.46	     -0.39	     -0.10
      2.35	      0.39	     -0.92	     -0.46	     -0.39	     -0.10
      2.36	      0.38	     -0.93	     -0.46	     -0.38	     -0.10
      2.37	      0.38	     -0.93	     -0.46	     -0.38	     -0.09
      2.38	      0.37	     -0.93	     -0.46	     -0.37	     -0.09
      2.39	      0.37	     -0.93	     -0.47	     -0.37	     -0.09
      2.40	      0.36	     -0.93	     -0.47	     -0.36	     -0.09
      2.41	      0.36	     -0.94	     -0.47	     -0.36	     -0.09
      2.42	      0.35	     -0.94	     -0.47	     -0.35	     -0.09
      2.43	      0.35	     -0.94	     -0.47	     -0.35	     -0.09
      2.44	      0.34	     -0.94	     -0.47	     -0.34	     -0.09
      2.45	      0.34	     -0.94	     -0.47	     -0.34	     -0.08
      2.46	      0.33	     -0.94	     -0.47	     -0.33	     -0.08
      2.47	      0.33	     -0.95	     -0.47	     -0.33	     -0.08
      2.48	      0.32	     -0.95	     -0.47	     -0.32	     -0.08
      2.49	      0.32	     -0.95	     -0.47	     -0.32	     -0.08
      2.50	      0.32	     -0.95	     -0.47	     -0.32	     -0.08
      2.51	      0.31	     -0.95	     -0.48	     -0.31	     -0.08
      2.52	      0.31	     -0.95	     -0.48	     -0.31	     -0.08
      2.53	      0.30	     -0.96	     -0.48	     -0.30	     -0.08
      2.54	      0.30	     -0.96	     -0.48	     -0.30	     -0.07
      2.55	      0.29	     -0.96	     -0.48	     -0.29	     -0.07
      2.56	      0.29	     -0.96	     -0.48	     -0.29	     -0.07
      2.57	      0.28	     -0.96	     -0.48	     -0.28	     -0.07
      2.58	      0.28	     -0.96	     -0.48	     -0.28	     -0.07
      2.59	      0.27	     -0.96	     -0.48	     -0.27	     -0.07
      2.60	      0.27	     -0.96	     -0.48	     -0.27	     -0.07
      2.61	      0.26	     -0.97	     -0.48	     -0.26	     -0.07
      2.62	      0.26	     -0.97	     -0.48	     -0.26	     -0.06
      2.63	      0.25	     -0.97	     -0.48	     -0.25	     -0.06
      2.64	      0.25	     -0.97	     -0.48	     -0.25	     -0.06
      2.65	      0.24	     -0.97	     -0.48	     -0.24	     -0.06
      2.66	      0.24	     -0.97	     -0.49	     -0.24	     -0.06
      2.67	      0.23	     -0.97	     -0.49	     -0.23	     -0.06
      2.68	      0.23	     -0.97	     -0.49	     -0.23	     -0.06
      2.69	      0.22	     -0.98	     -0.49	     -0.22	     -0.06
      2.70	      0.22	     -0.98	     -0.49	     -0.22	     -0.05
      2.71	      0.21	     -0.98	     -0.49	     -0.21	     -0.05
      2.72	      0.21	     -0.98	     -0.49	     -0.21	     -0.05
      2.73	      0.20	     -0.98	     -0.49	     -0.20	     -0.05
      2.74	      0.20	     -0.98	     -0.49	     -0.20	     -0.05
      2.75	      0.19	     -0.98	     -0.49	     -0.19	     -0.05
      2.76	      0.19	     -0.98	     -0.49	     -0.19	     -0.05
      2.77	      0.18	     -0.98	     -0.49	     -0.18	     -0.05
      2.78	      0.18	     -0.98	     -0.49	     -0.18	     -0.04
      2.79	      0.17	     -0.99	     -0.49	     -0.17	     -0.04
      2.80	      0.17	     -0.99	     -0.49	     -0.17	     -0.04
      2.81	      0.17	     -0.99	     -0.49	     -0.17	     -0.04
      2.82	      0.16	     -0.99	     -0.49	     -0.16	     -0.04
      2.83	      0.16	     -0.99	     -0.49	     -0.16	     -0.04
      2.84	      0.15	     -0.99	     -0.49	     -0.15	     -0.04
      2.85	      0.15	     -0.99	     -0.49	     -0.15	     -0.04
      2.86	      0.14	     -0.99	     -0.50	     -0.14	     -0.04
      2.87	      0.14	     -0.99	     -0.50	     -0.14	     -0.03
      2.88	      0.13	     -0.99	     -0.50	     -0.13	     -0.03
      2.89	      0.13	     -0.99	     -0.50	     -0.13	     -0.03
      2.90	      0.12	     -0.99	     -0.50	     -0.12	     -0.03
      2.91	      0.12	     -0.99	     -0.50	     -0.12	     -0.03
      2.92	      0.11	     -0.99	     -0.50	     -0.11	     -0.03
      2.93	      0.11	     -0.99	     -0.50	     -0.11	     -0.03
      2.94	      0.10	     -1.00	     -0.50	     -0.10	     -0.03
      2.95	      0.10	     -1.00	     -0.50	     -0.10	     -0.02
      2.96	      0.09	     -1.00	     -0.50	     -0.09	     -0.02
      2.97	      0.09	     -1.00	     -0.50	     -0.09	     -0.02
      2.98	      0.08	     -1.00	     -0.50	     -0.08	     -0.02
      2.99	      0.08	     -1.00	     -0.50	     -0.08	     -0.02
      3.00	      0.07	     -1.00	     -0.50	     -0.07	     -0.02
      3.01	      0.07	     -1.00	     -0.50	     -0.07	     -0.02
      3.02	      0.06	     -1.00	     -0.50	     -0.06	     -0.02
      3.03	      0.06	     -1.00	     -0.50	     -0.06	     -0.01
      3.04	      0.05	     -1.00	     -0.50	     -0.05	     -0.01
      3.05	      0.05	     -1.00	     -0.50	     -0.05	     -0.01
      3.06	      0.04	     -1.00	     -0.50	     -0.04	     -0.01
      3.07	      0.04	     -1.00	     -0.50	     -0.04	     -0.01
      3.08	      0.03	     -1.00	     -0.50	     -0.03	     -0.01
      3.09	      0.03	     -1.00	     -0.50	     -0.03	     -0.01
      3.10	      0.02	     -1.00	     -0.50	     -0.02	     -0.01
      3.11	      0.02	     -1.00	     -0.50	     -0.02	     -0.00
      3.12	      0.01	     -1.00	     -0.50	     -0.01	     -0.00
      3.13	      0.01	     -1.00	     -0.50	     -0.01	     -0.00
      3.14	      0.00	     -1.00	     -0.50	     -0.00	     -0.00
